Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,New_cases_roll7,New_deaths_roll7,CFR_roll7,Variant_phase,ISO3,COUNTRY,COVID_VACCINE_ADM_TOT_A1D,COVID_VACCINE_ADM_TOT_BOOST,COVID_VACCINE_ADM_TOT_CPS,COVID_VACCINE_ADM_TOT_DOSES,COVID_VACCINE_ADM_TOT_DOSES_PER100,COVID_VACCINE_COV_TOT_A1D,COVID_VACCINE_COV_TOT_BOOST,COVID_VACCINE_COV_TOT_CPS,COVID_VACCINE_DATE_INTRO_FIRST,COVID_VACCINE_DATE_REPORT_TOT_LAST,CFR_roll7_clean,population,cases_per_million,deaths_per_million
2021-01-20,CL,Chile,AMR,3401.0,677151,26.0,17573,4002.285714285714,55.85714285714285,0.0139563106796116,Alpha,CHL,,,,,,,,,,,,0.0139563106796116,19212000,208.3221795901371,2.9074090598138063
2021-01-21,CL,Chile,AMR,3589.0,680740,21.0,17594,4030.714285714286,55.71428571428572,0.0138224348750664,Alpha,CHL,,,,,,,,,,,,0.0138224348750664,19212000,209.80190952083518,2.8999732310163298
2021-01-22,CL,Chile,AMR,4367.0,685107,108.0,17702,4056.428571428572,58.285714285714285,0.0143687268885367,Alpha,CHL,,,,,,,,,,,,0.0143687268885367,19212000,211.1403587043812,3.033818149370929
2021-01-23,CL,Chile,AMR,4959.0,690066,84.0,17786,4126.571428571428,59.57142857142857,0.0144360589905144,Alpha,CHL,,,,,,,,,,,,0.0144360589905144,19212000,214.79135064394276,3.1007406085482287
2021-01-24,CL,Chile,AMR,4581.0,694647,68.0,17854,4164.857142857143,59.85714285714285,0.0143719558208136,Alpha,CHL,,,,,,,,,,,,0.0143719558208136,19212000,216.78415276166683,3.115612266143184
2021-01-25,CL,Chile,AMR,4463.0,699110,79.0,17933,4182.571428571428,65.14285714285714,0.0155748343466083,Alpha,CHL,,,,,,,,,,,,0.0155748343466083,19212000,217.70619553255406,3.3907379316498614
2021-01-26,CL,Chile,AMR,4068.0,703178,66.0,17999,4204.0,64.57142857142857,0.0153595215441076,Alpha,CHL,,,,,,,,,,,,0.0153595215441076,19212000,218.8215698521757,3.3609946164599505
2021-01-27,CL,Chile,AMR,3322.0,706500,24.0,18023,4192.714285714285,64.28571428571429,0.0153327200245323,Alpha,CHL,,,,,,,,,,,,0.0153327200245323,19212000,218.23413937717496,3.3461229588649952
2021-01-28,CL,Chile,AMR,3388.0,709888,17.0,18040,4164.0,63.71428571428572,0.0153012213530945,Alpha,CHL,,,,,,,,,,,,0.0153012213530945,19212000,216.73953778888196,3.3163796436750843
2021-01-29,CL,Chile,AMR,4255.0,714143,134.0,18174,4148.0,67.42857142857143,0.0162556826009092,Alpha,CHL,,,,,,,,,,,,0.0162556826009092,19212000,215.90672496356444,3.509711192409506
2021-01-30,CL,Chile,AMR,4606.0,718749,83.0,18257,4097.571428571428,67.28571428571429,0.0164208764773559,Alpha,CHL,,,,,,,,,,,,0.0164208764773559,19212000,213.28187739805477,3.5022753636120285
2021-01-31,CL,Chile,AMR,4151.0,722900,82.0,18339,4036.142857142857,69.28571428571429,0.0171663186210313,Alpha,CHL,CHL,170307.0,,11060.0,181367.0,1.0,1.0,,,2020-12-21,2023-12-29,0.0171663186210313,19212000,210.08447101513934,3.6063769667767174
2021-02-01,CL,Chile,AMR,4209.0,727109,113.0,18452,3999.857142857143,74.14285714285714,0.0185363762991535,Alpha,CHL,,286576.25,,15917.214285714286,302493.4642857143,1.6428571428571428,1.6071428571428572,,,,,0.0185363762991535,19212000,208.19577050058,3.859195145890961
2021-02-02,CL,Chile,AMR,3779.0,730888,85.0,18537,3958.571428571429,76.85714285714286,0.0194153735113677,Alpha,CHL,,402845.5,,20774.42857142857,423619.9285714286,2.2857142857142856,2.2142857142857144,,,,,0.0194153735113677,19212000,206.04681597810892,4.000475893043039
2021-02-03,CL,Chile,AMR,3147.0,734035,22.0,18559,3933.571428571429,76.57142857142857,0.0194661340112584,Alpha,CHL,,519114.75,,25631.64285714285,544746.3928571428,2.928571428571429,2.821428571428571,,,,,0.0194661340112584,19212000,204.74554593855032,3.9856042354480827
2021-02-04,CL,Chile,AMR,2610.0,736645,17.0,18576,3822.428571428572,76.57142857142857,0.0200321411219493,Alpha,CHL,,635384.0,,30488.85714285714,665872.8571428572,3.571428571428572,3.4285714285714284,,,,,0.0200321411219493,19212000,198.96047113411262,3.9856042354480827
2021-02-05,CL,Chile,AMR,3592.0,740237,155.0,18731,3727.714285714286,79.57142857142857,0.021345903272783,Alpha,CHL,,751653.25,,35346.07142857143,786999.3214285715,4.214285714285714,4.035714285714286,,,,,0.021345903272783,19212000,194.03051664138485,4.141756640195116
2021-02-06,CL,Chile,AMR,3782.0,744019,77.0,18808,3610.0,78.71428571428571,0.0218045112781954,Alpha,CHL,,867922.5,,40203.28571428571,908125.7857142856,4.857142857142858,4.642857142857142,,,,,0.0218045112781954,19212000,187.90339371226315,4.097141667410249
2021-02-07,CL,Chile,AMR,4063.0,748082,87.0,18895,3597.428571428572,79.42857142857143,0.0220792629656103,Alpha,CHL,,984191.75,,45060.5,1029252.25,5.5,5.25,,,,,0.0220792629656103,19212000,187.24904077808515,4.134320811397639
2021-02-08,CL,Chile,AMR,3804.0,751886,79.0,18974,3539.5714285714284,74.57142857142857,0.0210679258990192,Alpha,CHL,,1100461.0,,49917.71428571428,1150378.7142857143,6.142857142857143,5.857142857142857,,,,,0.0210679258990192,19212000,184.2375301151066,3.8815026322833948
2021-02-09,CL,Chile,AMR,3464.0,755350,82.0,19056,3494.5714285714284,74.14285714285714,0.0212165808192298,Alpha,CHL,,1216730.25,,54774.928571428565,1271505.1785714286,6.785714285714287,6.4642857142857135,,,,,0.0212165808192298,19212000,181.8952440439011,3.859195145890961
2021-02-10,CL,Chile,AMR,2839.0,758189,28.0,19084,3450.5714285714284,75.0,0.0217355303469404,Alpha,CHL,,1332999.5,,59632.142857142855,1392631.642857143,7.428571428571429,7.071428571428571,,,,,0.0217355303469404,19212000,179.60500877427796,3.9038101186758274
2021-02-11,CL,Chile,AMR,2387.0,760576,21.0,19105,3418.714285714286,75.57142857142857,0.0221052191717855,Alpha,CHL,,1449268.75,,64489.35714285714,1513758.1071428573,8.071428571428573,7.678571428571428,,,,,0.0221052191717855,19212000,177.94681895244045,3.9335534338657387
2021-02-12,CL,Chile,AMR,3731.0,764307,157.0,19262,3438.5714285714284,75.85714285714286,0.0220606564187785,Alpha,CHL,,1565538.0,,69346.57142857142,1634884.5714285714,8.714285714285715,8.285714285714285,,,,,0.0220606564187785,19212000,178.98039915528986,3.9484250914606944
2021-02-13,CL,Chile,AMR,4164.0,768471,83.0,19345,3493.1428571428573,76.71428571428571,0.0219613937510224,Alpha,CHL,,1681807.25,,74203.78571428571,1756011.0357142857,9.357142857142858,8.892857142857142,,,,,0.0219613937510224,19212000,181.82088575592635,3.99304006424556
2021-02-14,CL,Chile,AMR,3924.0,772395,98.0,19443,3473.285714285714,78.28571428571429,0.0225393822235018,Alpha,CHL,,1798076.5,,79061.0,1877137.5,10.0,9.5,,,,,0.0225393822235018,19212000,180.78730555307695,4.074834181017816
2021-02-15,CL,Chile,AMR,3814.0,776209,98.0,19541,3474.714285714286,81.0,0.0233112691690992,Alpha,CHL,,1914345.75,,83918.21428571428,1998263.9642857143,10.642857142857144,10.107142857142856,,,,,0.0233112691690992,19212000,180.86166384105172,4.216114928169894
2021-02-16,CL,Chile,AMR,3332.0,779541,83.0,19624,3455.8571428571427,81.14285714285714,0.0234798065396221,Alpha,CHL,,2030615.0,,88775.42857142857,2119390.4285714286,11.285714285714286,10.714285714285714,,,,,0.0234798065396221,19212000,179.88013443978465,4.223550756967371
2021-02-17,CL,Chile,AMR,2498.0,782039,20.0,19644,3407.1428571428573,80.0,0.0234800838574423,Alpha,CHL,,2146884.25,,93632.64285714286,2240516.8928571427,11.928571428571429,11.321428571428571,,,,,0.0234800838574423,19212000,177.34451681984476,4.16406412658755
2021-02-18,CL,Chile,AMR,2275.0,784314,15.0,19659,3391.1428571428573,79.14285714285714,0.023338107675457,Alpha,CHL,,2263153.5,,98489.85714285712,2361643.3571428573,12.571428571428571,11.928571428571429,,,,,0.023338107675457,19212000,176.51170399452724,4.119449153802683
2021-02-19,CL,Chile,AMR,3828.0,788142,139.0,19798,3405.0,76.57142857142857,0.0224879379064401,Alpha,CHL,,2379422.75,,103347.07142857142,2482769.821428572,13.214285714285715,12.535714285714285,,,,,0.0224879379064401,19212000,177.23297938788258,3.9856042354480827
2021-02-20,CL,Chile,AMR,3797.0,791939,99.0,19897,3352.5714285714284,78.85714285714286,0.0235213908300664,Alpha,CHL,,2495692.0,,108204.28571428572,2603896.285714286,13.857142857142858,13.142857142857142,,,,,0.0235213908300664,19212000,174.50403021920823,4.104577496207727
2021-02-21,CL,Chile,AMR,3906.0,795845,77.0,19974,3350.0,75.85714285714286,0.0226439232409381,Alpha,CHL,,2611961.25,,113061.5,2725022.75,14.500000000000002,13.749999999999998,,,,,0.0226439232409381,19212000,174.37018530085362,3.9484250914606944
2021-02-22,CL,Chile,AMR,3615.0,799460,68.0,20042,3321.5714285714284,71.57142857142857,0.0215474603242871,Alpha,CHL,,2728230.5,,117918.71428571428,2846149.2142857146,15.142857142857144,14.357142857142856,,,,,0.0215474603242871,19212000,172.89045537015554,3.725350227536361
2021-02-23,CL,Chile,AMR,3549.0,803009,84.0,20126,3352.5714285714284,71.71428571428571,0.0213908300664734,Alpha,CHL,,2844499.75,,122775.92857142857,2967275.6785714286,15.785714285714286,14.964285714285714,,,,,0.0213908300664734,19212000,174.50403021920823,3.7327860563338384
2021-02-24,CL,Chile,AMR,2308.0,805317,25.0,20151,3325.428571428572,72.42857142857143,0.0217802216685282,Alpha,CHL,,2960769.0,,127633.14285714284,3088402.1428571427,16.42857142857143,15.57142857142857,,,,,0.0217802216685282,19212000,173.09122274768748,3.7699652003212276
2021-02-25,CL,Chile,AMR,2555.0,807872,22.0,20173,3365.428571428572,73.42857142857143,0.0218184905340011,Alpha,CHL,,3077038.25,,132490.35714285713,3209528.6071428573,17.071428571428573,16.178571428571427,,,,,0.0218184905340011,19212000,175.17325481098126,3.8220160019035725
2021-02-26,CL,Chile,AMR,4472.0,812344,137.0,20310,3457.428571428572,73.14285714285714,0.021155276423436,Alpha,CHL,,3193307.5,,137347.57142857142,3330655.071428572,17.714285714285715,16.785714285714285,,,,,0.021155276423436,19212000,179.96192855655696,3.8071443443086164
2021-02-27,CL,Chile,AMR,4585.0,816929,90.0,20400,3570.0,71.85714285714286,0.0201280512204881,Alpha,CHL,,3309576.75,,142204.7857142857,3451781.535714286,18.357142857142858,17.392857142857142,,,,,0.0201280512204881,19212000,185.8213616489694,3.740221885131317
2021-02-28,CL,Chile,AMR,4489.0,821418,76.0,20476,3653.285714285714,71.71428571428571,0.0196300785985218,Alpha,CHL,CHL,3425846.0,,147062.0,3572908.0,19.0,18.0,,1.0,2020-12-21,2023-12-29,0.0196300785985218,19212000,190.15644983789892,3.7327860563338384
2021-03-01,CL,Chile,AMR,4207.0,825625,96.0,20572,3737.857142857143,75.71428571428571,0.0202560672654309,Alpha,CHL,,3542669.1071428573,,269972.9285714286,3812642.035714286,20.25,18.607142857142858,,1.6428571428571428,,,0.0202560672654309,19212000,194.55846048600577,3.940989262663216
2021-03-02,CL,Chile,AMR,4145.0,829770,88.0,20660,3823.0,76.28571428571429,0.0199544112701319,Alpha,CHL,,3659492.214285714,,392883.8571428572,4052376.0714285714,21.5,19.214285714285715,,2.2857142857142856,,,0.0199544112701319,19212000,198.99021444930253,3.970732577853128
2021-03-03,CL,Chile,AMR,2742.0,832512,24.0,20684,3885.0,76.14285714285714,0.0195991910277624,Alpha,CHL,,3776315.3214285714,,515794.7857142857,4292110.107142857,22.75,19.82142857142857,,2.928571428571429,,,0.0195991910277624,19212000,202.21736414740786,3.9632967490556497
2021-03-04,CL,Chile,AMR,3040.0,835552,20.0,20704,3954.285714285714,75.85714285714286,0.0191835260115606,Alpha,CHL,,3893138.4285714286,,638705.7142857143,4531844.142857143,24.0,20.428571428571427,,3.571428571428572,,,0.0191835260115606,19212000,205.8237411141846,3.9484250914606944
2021-03-05,CL,Chile,AMR,4567.0,840119,134.0,20838,3967.857142857143,75.42857142857143,0.019009900990099,Alpha,CHL,,4009961.535714285,,761616.6428571428,4771578.178571429,25.25,21.035714285714285,,4.214285714285714,,,0.019009900990099,19212000,206.530144849945,3.9261176050682614
2021-03-06,CL,Chile,AMR,5331.0,845450,90.0,20928,4074.428571428572,75.42857142857143,0.0185126748711475,Alpha,CHL,,4126784.642857143,,884527.5714285714,5011312.214285715,26.5,21.642857142857142,,4.857142857142858,,,0.0185126748711475,19212000,212.0772731328634,3.9261176050682614
2021-03-07,CL,Chile,AMR,5033.0,850483,80.0,21008,4152.142857142857,76.0,0.018303801823499,Alpha,CHL,,4243607.75,,1007438.5,5251046.25,27.75,22.25,,5.5,,,0.018303801823499,19212000,216.12236399869127,3.955860920258172
2021-03-08,CL,Chile,AMR,5302.0,855785,69.0,21077,4308.571428571428,72.14285714285714,0.0167440318302387,Alpha,CHL,,4360430.857142857,,1130349.4285714286,5490780.285714285,29.0,22.857142857142858,,6.142857142857143,,,0.0167440318302387,19212000,224.26459653192944,3.7550935427262724
2021-03-09,CL,Chile,AMR,4748.0,860533,86.0,21163,4394.714285714285,71.85714285714286,0.0163508110392354,Alpha,CHL,,4477253.964285715,,1253260.357142857,5730514.321428571,30.25,23.464285714285715,,6.785714285714287,,,0.0163508110392354,19212000,228.74840129680854,3.740221885131317
2021-03-10,CL,Chile,AMR,3531.0,864064,19.0,21182,4507.428571428572,71.14285714285714,0.0157834685598377,Alpha,CHL,,4594077.071428571,,1376171.2857142857,5970248.357142857,31.5,24.07142857142857,,7.428571428571429,,,0.0157834685598377,19212000,234.6152702180185,3.7030427411439275
2021-03-11,CL,Chile,AMR,3885.0,867949,24.0,21206,4628.142857142857,71.71428571428571,0.0154952619069666,Alpha,CHL,,4710900.178571429,,1499082.2142857143,6209982.392857143,32.75,24.678571428571427,,8.071428571428573,,,0.0154952619069666,19212000,240.8985455518872,3.7327860563338384
2021-03-12,CL,Chile,AMR,5563.0,873512,156.0,21362,4770.428571428572,74.85714285714286,0.0156919114784535,Alpha,CHL,,4827723.285714285,,1621993.1428571427,6449716.428571429,34.0,25.285714285714285,,8.714285714285715,,,0.0156919114784535,19212000,248.3046310341751,3.89637428987835
2021-03-13,CL,Chile,AMR,5973.0,879485,89.0,21451,4862.142857142857,74.71428571428571,0.015366534449831,Alpha,CHL,,4944546.392857143,,1744904.0714285714,6689450.464285715,35.25,25.892857142857142,,9.357142857142858,,,0.015366534449831,19212000,253.07843312215576,3.888938461080872
2021-03-14,CL,Chile,AMR,5894.0,885379,123.0,21574,4985.142857142857,80.85714285714286,0.0162196240256762,Alpha,CHL,,5061369.5,,1867815.0,6929184.5,36.5,26.5,,10.0,,,0.0162196240256762,19212000,259.48068171678415,4.208679099372416
2021-03-15,CL,Chile,AMR,5731.0,891110,100.0,21674,5046.428571428572,85.28571428571429,0.016900212314225,Alpha,CHL,,5178192.607142857,,1990725.9285714284,7168918.535714285,37.75,27.10714285714285,,10.642857142857144,,,0.016900212314225,19212000,262.6706522709021,4.439189792094227
2021-03-16,CL,Chile,AMR,5121.0,896231,98.0,21772,5099.714285714285,87.0,0.0170597792593422,Alpha,CHL,,5295015.714285715,,2113636.8571428573,7408652.571428571,39.0,27.714285714285715,,11.285714285714286,,,0.0170597792593422,19212000,265.4442164123613,4.52841973766396
2021-03-17,CL,Chile,AMR,4551.0,900782,17.0,21789,5245.428571428572,86.71428571428571,0.016531401492456,Alpha,CHL,,5411838.821428571,,2236547.785714285,7648386.607142857,40.25,28.32142857142857,,11.928571428571429,,,0.016531401492456,19212000,273.0287617857887,4.513548080069004
2021-03-18,CL,Chile,AMR,4430.0,905212,27.0,21816,5323.285714285715,87.14285714285714,0.0163701258621152,Alpha,CHL,,5528661.928571429,,2359458.714285714,7888120.642857143,41.5,28.928571428571427,,12.571428571428571,,,0.0163701258621152,19212000,277.081288480414,4.5358555664614375
2021-03-19,CL,Chile,AMR,6257.0,911469,172.0,21988,5422.428571428572,89.42857142857143,0.0164923466027346,Alpha,CHL,,5645485.035714285,,2482369.6428571427,8127854.678571428,42.75,29.535714285714285,,13.214285714285715,,,0.0164923466027346,19212000,282.24175366586365,4.654828827221082
2021-03-20,CL,Chile,AMR,6584.0,918053,99.0,22087,5509.714285714285,90.85714285714286,0.0164903546981953,Alpha,CHL,,5762308.142857143,,2605280.571428572,8367588.714285715,44.0,30.142857142857142,,13.857142857142858,,,0.0164903546981953,19212000,286.7850450611225,4.7291871151958595
2021-03-21,CL,Chile,AMR,7036.0,925089,93.0,22180,5672.857142857143,86.57142857142857,0.0152606396373709,Alpha,CHL,,5879131.25,,2728191.5,8607322.75,45.25,30.75,,14.500000000000002,,,0.0152606396373709,19212000,295.2767615478421,4.506112251271527
2021-03-22,CL,Chile,AMR,6850.0,931939,99.0,22279,5832.714285714285,86.42857142857143,0.0148178990423473,Alpha,CHL,,5995954.357142857,,2851102.4285714286,8847056.785714285,46.5,31.35714285714285,,15.142857142857144,,,0.0148178990423473,19212000,303.59745397221974,4.498676422474049
2021-03-23,CL,Chile,AMR,6155.0,938094,80.0,22359,5980.428571428572,83.85714285714286,0.014021928672097,Alpha,CHL,,6112777.464285715,,2974013.357142857,9086790.82142857,47.75,31.964285714285715,,15.785714285714286,,,0.014021928672097,19212000,311.2861009488118,4.36483150411945
2021-03-24,CL,Chile,AMR,4864.0,942958,25.0,22384,6025.142857142857,85.0,0.0141075493171471,Alpha,CHL,,6229600.571428571,,3096924.285714285,9326524.857142858,49.0,32.57142857142857,,16.42857142857143,,,0.0141075493171471,19212000,313.6135153624223,4.424318134499271
2021-03-25,CL,Chile,AMR,4825.0,947783,18.0,22402,6081.571428571428,83.71428571428571,0.0137652392473749,Alpha,CHL,,6346423.678571429,,3219835.214285714,9566258.892857142,50.25,33.17857142857143,,17.071428571428573,,,0.0137652392473749,19212000,316.550667737426,4.357395675321971
2021-03-26,CL,Chile,AMR,6979.0,954762,122.0,22524,6184.714285714285,76.57142857142857,0.0123807543944748,Alpha,CHL,,6463246.785714285,,3342746.1428571427,9805992.92857143,51.5,33.785714285714285,,17.714285714285715,,,0.0123807543944748,19212000,321.9193361292049,3.9856042354480827
2021-03-27,CL,Chile,AMR,7559.0,962321,63.0,22587,6324.0,71.42857142857143,0.0112948405168519,Alpha,CHL,,6580069.892857143,,3465657.071428572,10045726.964285716,52.75,34.39285714285714,,18.357142857142858,,,0.0112948405168519,19212000,329.1692692067458,3.7179143987388836
2021-03-28,CL,Chile,AMR,7592.0,969913,66.0,22653,6403.428571428572,67.57142857142857,0.0105523826521506,Alpha,CHL,CHL,6696893.0,,3588568.0,10285461.0,54.0,35.0,,19.0,2020-12-21,2023-12-29,0.0105523826521506,19212000,333.3035900181434,3.5171470212069833
2021-03-29,CL,Chile,AMR,7330.0,977243,101.0,22754,6472.0,67.85714285714286,0.0104847254105597,Alpha,CHL,,6745310.321428572,,3695040.357142857,10440350.67857143,54.785714285714285,35.25,,19.535714285714285,,,0.0104847254105597,19212000,336.87278784093274,3.5320186788019394
2021-03-30,CL,Chile,AMR,7241.0,984484,316.0,23070,6627.142857142857,101.57142857142856,0.0153265790040957,Alpha,CHL,,6793727.642857143,,3801512.714285714,10595240.357142856,55.57142857142857,35.5,,20.071428571428573,,,0.0153265790040957,19212000,344.9480979149936,5.286874275006691
2021-03-31,CL,Chile,AMR,5008.0,989492,37.0,23107,6647.714285714285,103.28571428571428,0.015537026690162,Alpha,CHL,,6842144.964285715,,3907985.0714285714,10750130.035714284,56.35714285714285,35.75,,20.607142857142858,,,0.015537026690162,19212000,346.01885726183036,5.376104220576425
2021-04-01,CL,Chile,AMR,6046.0,995538,28.0,23135,6822.142857142857,104.71428571428572,0.0153491780965343,Alpha,CHL,,6890562.285714285,,4014457.4285714286,10905019.714285716,57.142857142857146,36.0,,21.142857142857142,,,0.0153491780965343,19212000,355.09800422355073,5.450462508551204
2021-04-02,CL,Chile,AMR,7868.0,1003406,193.0,23328,6949.142857142857,114.85714285714286,0.0165282460323986,Alpha,CHL,,6938979.607142857,,4120929.785714285,11059909.392857144,57.92857142857143,36.25,,21.678571428571427,,,0.0165282460323986,19212000,361.7084560245085,5.978406353172125
2021-04-03,CL,Chile,AMR,8079.0,1011485,93.0,23421,7023.428571428572,119.14285714285714,0.0169636319257993,Alpha,CHL,,6987396.928571428,,4227402.142857143,11214799.07142857,58.71428571428572,36.5,,22.214285714285715,,,0.0169636319257993,19212000,365.57508699919697,6.2014812170964575
2021-04-04,CL,Chile,AMR,7993.0,1019478,103.0,23524,7080.714285714285,124.42857142857144,0.0175728840915968,Alpha,CHL,,7035814.25,,4333874.5,11369688.75,59.5,36.75,,22.75,,,0.0175728840915968,19212000,368.5568543469855,6.476606882603136
2021-04-05,CL,Chile,AMR,7307.0,1026785,120.0,23644,7077.428571428572,127.14285714285714,0.0179645553267934,Alpha,CHL,,7084231.571428572,,4440346.857142857,11524578.42857143,60.285714285714285,37.0,,23.285714285714285,,,0.0179645553267934,19212000,368.38583028464353,6.617887629755213
2021-04-06,CL,Chile,AMR,5827.0,1032612,33.0,23677,6875.428571428572,86.71428571428571,0.0126122007978723,Alpha,CHL,,7132648.892857143,,4546819.214285715,11679468.107142858,61.07142857142857,37.25,,23.82142857142857,,,0.0126122007978723,19212000,357.87156836501,4.513548080069004
2021-04-07,CL,Chile,AMR,5168.0,1037780,57.0,23734,6898.285714285715,89.57142857142857,0.012984592445328,Alpha,CHL,,7181066.214285715,,4653291.571428571,11834357.785714284,61.85714285714285,37.5,,24.357142857142858,,,0.012984592445328,19212000,359.06130097260643,4.66226465601856
2021-04-08,CL,Chile,AMR,5242.0,1043022,62.0,23796,6783.428571428572,94.42857142857144,0.0139204784769606,Alpha,CHL,,7229483.535714285,,4759763.928571429,11989247.464285716,62.64285714285714,37.75,,24.892857142857142,,,0.0139204784769606,19212000,353.0828946194343,4.915082835132805
2021-04-09,CL,Chile,AMR,8248.0,1051270,183.0,23979,6837.714285714285,93.0,0.01360103626943,Alpha,CHL,,7277900.857142857,,4866236.285714285,12144137.142857144,63.42857142857143,38.0,,25.42857142857143,,,0.01360103626943,19212000,355.9085095624758,4.840724547158026
2021-04-10,CL,Chile,AMR,9151.0,1060421,129.0,24108,6990.857142857143,98.14285714285714,0.0140387444825895,Alpha,CHL,,7326318.178571428,,4972708.642857143,12299026.82142857,64.21428571428571,38.25,,25.964285714285715,,,0.0140387444825895,19212000,363.879718033372,5.108414383867226
2021-04-11,CL,Chile,AMR,8101.0,1068522,105.0,24213,7006.285714285715,98.42857142857144,0.0140486094119566,Alpha,CHL,,7374735.5,,5079181.0,12453916.5,65.0,38.5,,26.5,,,0.0140486094119566,19212000,364.6827875434996,5.123286041462182
2021-04-12,CL,Chile,AMR,7977.0,1076499,133.0,24346,7102.0,100.28571428571428,0.0141207708090276,Alpha,CHL,,7423152.821428571,,5185653.357142857,12608806.17857143,65.78571428571428,38.75,,27.035714285714285,,,0.0141207708090276,19212000,369.66479283780967,5.219951815829392
2021-04-13,CL,Chile,AMR,6421.0,1082920,137.0,24483,7186.857142857143,115.14285714285714,0.0160213087381728,Alpha,CHL,,7471570.142857143,,5292125.714285715,12763695.857142858,66.57142857142857,39.0,,27.57142857142857,,,0.0160213087381728,19212000,374.0816751435115,5.99327801076708
2021-04-14,CL,Chile,AMR,5790.0,1088710,35.0,24518,7275.714285714285,112.0,0.0153936775967013,Alpha,CHL,,7519987.464285715,,5398598.071428571,12918585.535714284,67.35714285714286,39.25,,28.107142857142858,,,0.0153936775967013,19212000,378.70676065554267,5.829689777222569
2021-04-15,CL,Chile,AMR,5557.0,1094267,30.0,24548,7320.714285714285,107.42857142857144,0.0146746024002341,Alpha,CHL,,7568404.785714285,,5505070.428571429,13073475.214285716,68.14285714285714,39.5,,28.642857142857142,,,0.0146746024002341,19212000,381.04904672674814,5.591743255703282
2021-04-16,CL,Chile,AMR,7431.0,1101698,218.0,24766,7204.0,112.42857142857144,0.0156064091377805,Alpha,CHL,,7616822.107142857,,5611542.785714285,13228364.892857144,68.92857142857143,39.75,,29.17857142857143,,,0.0156064091377805,19212000,374.9739745992088,5.8519972636150035
2021-04-17,CL,Chile,AMR,7613.0,1109311,157.0,24923,6984.285714285715,116.42857142857144,0.0166700756800981,Alpha,CHL,,7665239.428571428,,5718015.142857143,13383254.57142857,69.71428571428571,40.0,,29.714285714285715,,,0.0166700756800981,19212000,363.53766990868803,6.06020046994438
2021-04-18,CL,Chile,AMR,8037.0,1117348,132.0,25055,6975.142857142857,120.28571428571428,0.0172449104985048,Alpha,CHL,,7713656.75,,5824487.5,13538144.25,70.5,40.25,,30.25,,,0.0172449104985048,19212000,363.0617768656494,6.260967847476279
2021-04-19,CL,Chile,AMR,7370.0,1124718,122.0,25177,6888.428571428572,118.71428571428572,0.0172338704659988,Alpha,CHL,,7762074.071428571,,5930959.857142857,13693033.92857143,71.28571428571428,40.5,,30.785714285714285,,,0.0172338704659988,19212000,358.5482287855805,6.179173730704024
2021-04-20,CL,Chile,AMR,6622.0,1131340,100.0,25277,6917.142857142857,113.42857142857144,0.0163981825691862,Alpha,CHL,,7810491.392857143,,6037432.214285715,13847923.607142858,72.07142857142857,40.75,,31.32142857142857,,,0.0163981825691862,19212000,360.04283037387347,5.9040480651973475
2021-04-21,CL,Chile,AMR,5095.0,1136435,40.0,25317,6817.857142857143,114.14285714285714,0.0167417496071241,Alpha,CHL,,7858908.714285715,,6143904.571428571,14002813.285714284,72.85714285714286,41.0,,31.857142857142858,,,0.0167417496071241,19212000,354.87492935962644,5.941227209184735
2021-04-22,CL,Chile,AMR,4968.0,1141403,36.0,25353,6733.714285714285,115.0,0.0170782416836388,Alpha,CHL,,7907326.035714285,,6250376.928571429,14157702.964285716,73.64285714285714,41.25,,32.39285714285714,,,0.0170782416836388,19212000,350.495226197912,5.985842181969602
2021-04-23,CL,Chile,AMR,6917.0,1148320,179.0,25532,6660.285714285715,109.42857142857144,0.0164300115825146,Alpha,CHL,,7955743.357142857,,6356849.285714285,14312592.642857144,74.42857142857143,41.5,,32.92857142857143,,,0.0164300115825146,19212000,346.6732101960085,5.695844858867971
2021-04-24,CL,Chile,AMR,7582.0,1155902,109.0,25641,6655.857142857143,102.57142857142856,0.0154107016376553,Alpha,CHL,,8004160.678571429,,6463321.642857143,14467482.32142857,75.21428571428572,41.75,,33.464285714285715,,,0.0154107016376553,19212000,346.44269950328663,5.338925076589036
2021-04-25,CL,Chile,AMR,6909.0,1162811,101.0,25742,6494.714285714285,98.14285714285714,0.0151111893187867,Alpha,CHL,CHL,8052578.0,,6569794.0,14622372.0,76.0,42.0,,34.0,2020-12-21,2023-12-29,0.0151111893187867,19212000,338.0550846197317,5.108414383867226
2021-04-26,CL,Chile,AMR,6725.0,1169536,114.0,25856,6402.571428571428,97.0,0.0151501628809853,Alpha,CHL,,8122141.714285715,,6610614.314285714,14732756.028571429,76.6,42.371428571428574,,34.22857142857143,,,0.0151501628809853,19212000,333.25897504535857,5.048927753487403
2021-04-27,CL,Chile,AMR,6078.0,1175614,119.0,25975,6324.857142857143,99.71428571428572,0.0157654605411754,Alpha,CHL,,8191705.428571428,,6651434.628571428,14843140.057142856,77.2,42.74285714285714,,34.457142857142856,,,0.0157654605411754,19212000,329.2138841795307,5.190208500639482
